"SubmissionId","SubmissionDateOnly","SubmissionTimeOnly","UserId","DistrictName","ItemsToChoose","PurchaseUnit","Price","Comments"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Sugar","1kg",175,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Eggs","4 eggs",50,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Chicken","1kg",160,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Potato","1kg",70,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Eggplant","1kg",80,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Onion","1kg",80,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"ec8080d2-463e-4e0a-8be4-95080ddd775a",2024-12-14,"16:28:54","572d1680512266ab142dd3e235069a1f","Rajshahi","Green Chilli","1kg",300,"দ্রব্যমূল্যের উর্ধ্বগতির ফলে মানুষের পুষ্টি চাহিদা পূরণ হচ্ছে না। বাজারে সিন্ডিকেট ভেঙে এখনই সময় দ্রব্যমূল্যের লাগাম টানা।"
"abd44c22-82fd-495c-a375-8363add3029d",2024-12-14,"17:45:45","a22c2220c8033db07993626412442c21","Chittagong","Eggs","4 eggs",52,"These goods are very essential for everyday's purpose.I suffer a lot to buy these goods because these goods are sold with exceedingly high price.I will be beneficial if these goods are sold with a reasonable price."
"abd44c22-82fd-495c-a375-8363add3029d",2024-12-14,"17:45:45","a22c2220c8033db07993626412442c21","Chittagong","Chicken","1kg",180,"These goods are very essential for everyday's purpose.I suffer a lot to buy these goods because these goods are sold with exceedingly high price.I will be beneficial if these goods are sold with a reasonable price."
"abd44c22-82fd-495c-a375-8363add3029d",2024-12-14,"17:45:45","a22c2220c8033db07993626412442c21","Chittagong","Potato","1kg",120,"These goods are very essential for everyday's purpose.I suffer a lot to buy these goods because these goods are sold with exceedingly high price.I will be beneficial if these goods are sold with a reasonable price."
"abd44c22-82fd-495c-a375-8363add3029d",2024-12-14,"17:45:45","a22c2220c8033db07993626412442c21","Chittagong","Onion","1kg",110,"These goods are very essential for everyday's purpose.I suffer a lot to buy these goods because these goods are sold with exceedingly high price.I will be beneficial if these goods are sold with a reasonable price."
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Rice","1kg",60,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Lentil","1kg",110,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Soybean Oil","1L",190,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Salt","1kg",40,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Eggs","4 eggs",44,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Potato","1kg",80,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Onion","1kg",100,NA
"9d246480-ccca-426d-85be-8037fc3553dc",2024-12-15,"12:50:21","fe131476aa453d8177177dbc868e8265","Rajshahi","Green Chilli","1kg",100,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Rice","1kg",60,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Soybean Oil","1L",190,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Lentil","1kg",110,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Salt","1kg",40,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Eggs","4 eggs",44,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Potato","1kg",80,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Onion","1kg",100,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Green Chilli","1kg",100,NA
"19b375a0-13f7-4f6d-b49d-beda2e3ff268",2024-12-15,"12:52:58","fe131476aa453d8177177dbc868e8265","Rajshahi","Chicken","1kg",175,NA
"e31975a8-1058-4d3a-bc59-56b284f266f2",2024-12-15,"12:53:37","fe131476aa453d8177177dbc868e8265","Rajshahi","Potato","1kg",100,NA
"c9726901-0da6-4494-8c5b-044483bd8db8",2024-12-15,"15:55:59","6e6f9ef504adb0630093d8a5d719a011","Gazipur","Flour","1kg",60,NA
"c9726901-0da6-4494-8c5b-044483bd8db8",2024-12-15,"15:55:59","6e6f9ef504adb0630093d8a5d719a011","Gazipur","Chicken","1kg",130,NA
"d2b19262-cab9-48f6-88e6-5895aef010a9",2024-12-15,"17:09:11","8f727e87f94104529913eb9891509597","Gazipur","Eggs","4 eggs",50,NA
"f9231d1c-e17d-42db-9443-fa8b88b1f53b",2024-12-15,"17:39:30","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Onion","1kg",80,"দাম আগের তুলনায় অনেক বেশি। যদিও গত সপ্তাহের তুলনায় একটু কম।"
"f9231d1c-e17d-42db-9443-fa8b88b1f53b",2024-12-15,"17:39:30","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Green Chilli","1kg",80,"দাম আগের তুলনায় অনেক বেশি। যদিও গত সপ্তাহের তুলনায় একটু কম।"
"f9231d1c-e17d-42db-9443-fa8b88b1f53b",2024-12-15,"17:39:30","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Potato","1kg",75,"দাম আগের তুলনায় অনেক বেশি। যদিও গত সপ্তাহের তুলনায় একটু কম।"
"f9231d1c-e17d-42db-9443-fa8b88b1f53b",2024-12-15,"17:39:30","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Eggs","4 eggs",50,"দাম আগের তুলনায় অনেক বেশি। যদিও গত সপ্তাহের তুলনায় একটু কম।"
"5143d867-9747-43b1-9550-ca01d9a30337",2024-12-15,"17:41:04","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Rice","1kg",160,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Green Chilli","1kg",100,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Onion","1kg",120,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Eggs","4 eggs",46,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Potato","1kg",76,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Chicken","1kg",355,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Salt","1kg",42,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Soybean Oil","1L",167,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Flour","1kg",70,NA
"fe20c8d6-dbf4-435b-8b96-dd90bf4b3010",2024-12-17,"03:41:34","0859ee7098b0fcd674aeb822126f986a","Dhaka","Lentil","1kg",120,NA
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Rice","1kg",52,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Lentil","1kg",120,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Salt","1kg",50,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Soybean Oil","1L",200,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Sugar","1kg",140,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Eggs","4 eggs",52,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Potato","1kg",80,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Eggplant","1kg",50,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Onion","1kg",220,"Good"
"42b237c2-4fe3-489e-8d23-bdfc381a31cf",2024-12-17,"04:42:32","886e897b7c9a8a66297d024a696f2c93","Bandarban","Green Chilli","1kg",60,"Good"
"2a402d5d-568b-44cf-9993-503758745d37",2024-12-17,"13:37:44","cace0976269890ca006283f9703bae92","Jessore","Rice","1kg",70,NA
"92938f7d-9079-4835-8b8c-2977f4dd6e4a",2024-12-17,"15:12:02","7ceac72b25b304a7f5f0783c2498e89a","Dhaka","Rice","1kg",63,"The purchase price depends on the quantity to be purchased. So I think this option could be added."
"92938f7d-9079-4835-8b8c-2977f4dd6e4a",2024-12-17,"15:12:02","7ceac72b25b304a7f5f0783c2498e89a","Dhaka","Soybean Oil","1L",175,"The purchase price depends on the quantity to be purchased. So I think this option could be added."
"92938f7d-9079-4835-8b8c-2977f4dd6e4a",2024-12-17,"15:12:02","7ceac72b25b304a7f5f0783c2498e89a","Dhaka","Eggs","4 eggs",50,"The purchase price depends on the quantity to be purchased. So I think this option could be added."
"92938f7d-9079-4835-8b8c-2977f4dd6e4a",2024-12-17,"15:12:02","7ceac72b25b304a7f5f0783c2498e89a","Dhaka","Potato","1kg",75,"The purchase price depends on the quantity to be purchased. So I think this option could be added."
"92938f7d-9079-4835-8b8c-2977f4dd6e4a",2024-12-17,"15:12:02","7ceac72b25b304a7f5f0783c2498e89a","Dhaka","Onion","1kg",80,"The purchase price depends on the quantity to be purchased. So I think this option could be added."
"92938f7d-9079-4835-8b8c-2977f4dd6e4a",2024-12-17,"15:12:02","7ceac72b25b304a7f5f0783c2498e89a","Dhaka","Green Chilli","1kg",120,"The purchase price depends on the quantity to be purchased. So I think this option could be added."
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Rice","1kg",72,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Flour","1kg",44,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Lentil","1kg",130,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Salt","1kg",42,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Soybean Oil","1L",170,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Sugar","1kg",130,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Eggs","4 eggs",48,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Chicken","1kg",165,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Potato","1kg",80,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Eggplant","1kg",80,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Onion","1kg",110,NA
"ddf9279c-9050-4a1b-aa80-7921fc510bcd",2024-12-17,"16:48:40","2e714926004c88ebae4732420decc6ad","Rajshahi","Green Chilli","1kg",250,NA
"d977bc28-f75d-4f41-bf13-1ff2b812055b",2024-12-17,"17:38:38","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Chicken","1kg",160,NA
"d977bc28-f75d-4f41-bf13-1ff2b812055b",2024-12-17,"17:38:38","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Eggplant","1kg",60,NA
"d977bc28-f75d-4f41-bf13-1ff2b812055b",2024-12-17,"17:38:38","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Onion","1kg",90,NA
"d977bc28-f75d-4f41-bf13-1ff2b812055b",2024-12-17,"17:38:38","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Green Chilli","1kg",1500,NA
"b38f6524-8ae1-441b-b42d-44854c0fdb29",2024-12-17,"17:41:54","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Rice","1kg",68,NA
"b38f6524-8ae1-441b-b42d-44854c0fdb29",2024-12-17,"17:41:54","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Chicken","1kg",260,NA
"b38f6524-8ae1-441b-b42d-44854c0fdb29",2024-12-17,"17:41:54","b0090872a6819c04bf810bd47f50ede1","Rajshahi","Onion","1kg",120,NA
"bea6e2e5-c89d-4063-85e8-1c1151f07a1f",2024-12-18,"04:39:03","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Rice","1kg",68,"দাম নিয়ন্ত্রণে আনা দরকার"
"bea6e2e5-c89d-4063-85e8-1c1151f07a1f",2024-12-18,"04:39:03","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Eggs","4 eggs",40,"দাম নিয়ন্ত্রণে আনা দরকার"
"bea6e2e5-c89d-4063-85e8-1c1151f07a1f",2024-12-18,"04:39:03","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Potato","1kg",70,"দাম নিয়ন্ত্রণে আনা দরকার"
"bea6e2e5-c89d-4063-85e8-1c1151f07a1f",2024-12-18,"04:39:03","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Onion","1kg",70,"দাম নিয়ন্ত্রণে আনা দরকার"
"bea6e2e5-c89d-4063-85e8-1c1151f07a1f",2024-12-18,"04:39:03","2b8427508a9e3bcf9e579578f6629e08","Rajshahi","Green Chilli","1kg",60,"দাম নিয়ন্ত্রণে আনা দরকার"
"51af0feb-b78e-4085-ac2c-85fecf7455b2",2024-12-18,"09:40:45","7559c00b13f4d46fd982b2b182878f9f","Dhaka","Soybean Oil","1L",175,NA
"51af0feb-b78e-4085-ac2c-85fecf7455b2",2024-12-18,"09:40:45","7559c00b13f4d46fd982b2b182878f9f","Dhaka","Eggs","4 eggs",45,NA
"51af0feb-b78e-4085-ac2c-85fecf7455b2",2024-12-18,"09:40:45","7559c00b13f4d46fd982b2b182878f9f","Dhaka","Potato","1kg",80,NA
"51af0feb-b78e-4085-ac2c-85fecf7455b2",2024-12-18,"09:40:45","7559c00b13f4d46fd982b2b182878f9f","Dhaka","Onion","1kg",100,NA
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Rice","1kg",78,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Flour","1kg",70,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Lentil","1kg",120,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Soybean Oil","1L",210,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Salt","1kg",40,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Sugar","1kg",136,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Eggs","4 eggs",46,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Chicken","1kg",225,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Potato","1kg",75,"Add quantity"
"3d87201b-4b22-48f8-a1b9-2d0855a5667b",2024-12-18,"15:20:59","99bb15d88bd10d920ac1935d4178f920","Rangpur","Onion","1kg",120,"Add quantity"
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Rice","1kg",60,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Flour","1kg",45,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Lentil","1kg",130,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Soybean Oil","1L",200,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Salt","1kg",40,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Sugar","1kg",130,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Eggs","4 eggs",46,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Chicken","1kg",170,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Potato","1kg",80,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Eggplant","1kg",70,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Onion","1kg",80,NA
"2a796a9f-9e85-4613-b89a-524ba8699a08",2024-12-18,"16:12:47","592b044c1703d539761e02611764d8ba","Rajshahi","Green Chilli","1kg",80,NA
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Rice","1kg",78,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Flour","1kg",60,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Lentil","1kg",70,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Soybean Oil","1L",185,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Salt","1kg",50,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Sugar","1kg",120,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Eggs","4 eggs",48,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Chicken","1kg",180,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Potato","1kg",70,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Eggplant","1kg",60,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Onion","1kg",120,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"f8f521f7-fafd-415a-94de-b0b36ca46e14",2024-12-18,"17:22:12","a0c9335099245d8bbb3ca4e5ac7047bb","Rangpur","Green Chilli","1kg",80,"উর্দ্ধগতির এই বাজার মূল্য নিয়ন্ত্রণে আর সাধারণ জনগণের নাগালে অতীব জরুরি।"
"fecc3487-cbf0-4630-96c9-fd69d1aff791",2024-12-18,"19:28:23","c15251cff68faccf4b27b37e8eb11447","Bagerhat","Rice","1kg",-6666666,"Testing, pls delete"
"fecc3487-cbf0-4630-96c9-fd69d1aff791",2024-12-18,"19:28:23","c15251cff68faccf4b27b37e8eb11447","Bagerhat","Flour","1kg",5,"Testing, pls delete"
"fecc3487-cbf0-4630-96c9-fd69d1aff791",2024-12-18,"19:28:23","c15251cff68faccf4b27b37e8eb11447","Bagerhat","Lentil","1kg",54,"Testing, pls delete"
"8af9ac34-b94b-4cb9-a539-0ca188f5fc0f",2024-12-19,"03:31:32","da98aeea478e179817116d8e7c93f2ae","Chuadanga","Rice","1kg",56,NA
"8af9ac34-b94b-4cb9-a539-0ca188f5fc0f",2024-12-19,"03:31:32","da98aeea478e179817116d8e7c93f2ae","Chuadanga","Eggs","4 eggs",48,NA
"8af9ac34-b94b-4cb9-a539-0ca188f5fc0f",2024-12-19,"03:31:32","da98aeea478e179817116d8e7c93f2ae","Chuadanga","Lentil","1kg",105,NA
"8af9ac34-b94b-4cb9-a539-0ca188f5fc0f",2024-12-19,"03:31:32","da98aeea478e179817116d8e7c93f2ae","Chuadanga","Onion","1kg",120,NA
"8af9ac34-b94b-4cb9-a539-0ca188f5fc0f",2024-12-19,"03:31:32","da98aeea478e179817116d8e7c93f2ae","Chuadanga","Green Chilli","1kg",60,NA
"4d1f467c-3005-4609-a1d6-f0ae817142f8",2024-12-19,"10:35:24","4fae513bd1ff426ef54a61fe24c57671","Dinajpur","Lentil","1kg",130,NA
"4d1f467c-3005-4609-a1d6-f0ae817142f8",2024-12-19,"10:35:24","4fae513bd1ff426ef54a61fe24c57671","Dinajpur","Soybean Oil","1L",195,NA
"4d1f467c-3005-4609-a1d6-f0ae817142f8",2024-12-19,"10:35:24","4fae513bd1ff426ef54a61fe24c57671","Dinajpur","Sugar","1kg",130,NA
"4d1f467c-3005-4609-a1d6-f0ae817142f8",2024-12-19,"10:35:24","4fae513bd1ff426ef54a61fe24c57671","Dinajpur","Eggs","4 eggs",48,NA
"4d1f467c-3005-4609-a1d6-f0ae817142f8",2024-12-19,"10:35:24","4fae513bd1ff426ef54a61fe24c57671","Dinajpur","Chicken","1kg",180,NA
